initializing stack
starting paralel processing of 25093 genes
fulling up process stack for first time
cycling fineshed processes. moving finished to self.finished and adding new from self.stack
1660563615.7039702 removing LOC106016994 , adding LOC110351913
1660563615.711006 removing LOC106014301 , adding NOVA1
1660563616.7201636 removing LOC119717261 , adding LOC119717207
1660563616.726941 removing LOC119716973 , adding LOC106017434
1660563616.7347128 removing NOVA1 , adding LOC106017438
1660563617.7436936 removing LOC110351913 , adding FOXG1
1660563617.750532 removing LOC106017434 , adding LOC106017437
1660563618.7598822 removing LOC119717207 , adding LOC113843870
1660563618.7668166 removing FOXG1 , adding PRKD1
1660563619.7766864 removing LOC106017438 , adding LOC106017429
1660563619.7838078 removing LOC113843870 , adding G2E3
1660563620.79301 removing LOC106017437 , adding SCFD1
1660563620.7997553 removing LOC106017429 , adding LOC106017426
1660563621.8089812 removing PRKD1 , adding LOC110352915
1660563621.8157382 removing SCFD1 , adding COCH
1660563622.8252084 removing G2E3 , adding STRN3
1660563622.8320372 removing LOC110352915 , adding AP4S1
1660563623.8415885 removing LOC106017426 , adding HECTD1
1660563623.8489113 removing STRN3 , adding HEATR5A
1660563624.8581874 removing COCH , adding DTD2
1660563624.8651214 removing HECTD1 , adding LOC113843889
1660563625.8746333 removing AP4S1 , adding NUBPL
1660563625.882531 removing DTD2 , adding ARHGAP5
1660563626.8932114 removing HEATR5A , adding AKAP6
1660563626.9015472 removing NUBPL , adding LOC113843816
1660563627.9107769 removing ARHGAP5 , adding LOC119716984
1660563627.9203784 removing LOC113843816 , adding NPAS3
1660563628.9307497 removing AKAP6 , adding EGLN3
1660563629.9400468 removing LOC119716984 , adding LOC106018045
1660563629.9481895 removing EGLN3 , adding LOC119717257
1660563630.9577677 removing NPAS3 , adding LOC119717153
1660563630.9657044 removing LOC119717257 , adding LOC119717154
1660563631.9747915 removing LOC106018045 , adding SPTSSA
1660563631.9825199 removing LOC119717154 , adding LOC101795134
1660563632.9919238 removing LOC119717153 , adding SNX6
1660563633.0000489 removing LOC101795134 , adding CFL2
1660563634.009299 removing SPTSSA , adding HRAS
1660563634.017378 removing CFL2 , adding LRRC56
1660563635.0266545 removing SNX6 , adding LOC110352216
1660563635.0346143 removing LRRC56 , adding RASSF7
1660563636.0437787 removing HRAS , adding LOC119717147
1660563636.0516984 removing RASSF7 , adding PHRF1
1660563637.060969 removing LOC110352216 , adding LOC101793943
1660563637.0693247 removing PHRF1 , adding IRF7
1660563638.078589 removing LOC119717147 , adding SLC25A22
1660563638.0867422 removing IRF7 , adding LOC119717255
1660563639.0969305 removing LOC101793943 , adding PIDD1
1660563640.1079059 removing SLC25A22 , adding RPLP2
1660563640.1159136 removing PIDD1 , adding LOC113843926
1660563641.126804 removing LOC119717255 , adding PNPLA2
1660563642.1357481 removing RPLP2 , adding CRACR2B
1660563643.1452143 removing LOC113843926 , adding CD151
1660563644.154711 removing PNPLA2 , adding LOC110352217
1660563644.163068 removing CD151 , adding POLR2L
1660563645.1746109 removing CRACR2B , adding TSPAN4
1660563646.183549 removing LOC110352217 , adding LOC119717143
1660563646.1917605 removing TSPAN4 , adding LOC119717142
1660563647.2011123 removing POLR2L , adding CHID1
1660563647.209673 removing LOC119717142 , adding AP2A2
1660563648.2191722 removing LOC119717143 , adding MUC6
1660563648.2272766 removing AP2A2 , adding LOC110353304
1660563649.2355807 removing CHID1 , adding TRNAA-AGC_19
1660563649.2439172 removing LOC110353304 , adding PPP6R3
1660563650.2541447 removing MUC6 , adding GAL
1660563650.2645957 removing PPP6R3 , adding LOC119717252
1660563651.2737222 removing TRNAA-AGC_19 , adding TESMIN
1660563651.280554 removing LOC119717252 , adding CPT1A
1660563652.2899222 removing GAL , adding LOC106018081
1660563652.2968729 removing CPT1A , adding LOC101789732
1660563653.3079722 removing LOC113841112 , adding LOC101799800
1660563653.315235 removing TESMIN , adding ZDHHC13
1660563653.323435 removing LOC101789732 , adding DHCR7
1660563654.3323667 removing LOC113843889 , adding NADSYN1
1660563654.3379726 removing LOC101799800 , adding TPCN2
1660563654.3458316 removing DHCR7 , adding LOC119717095
1660563655.3555684 removing LOC106018081 , adding SMIM38
1660563655.3613513 removing NADSYN1 , adding LOC119717097
1660563655.370193 removing LOC119717095 , adding LOC110353307
1660563656.3796217 removing ZDHHC13 , adding LOC106018083
1660563656.3854008 removing SMIM38 , adding TRNAQ-UUG_1
1660563657.3946507 removing TPCN2 , adding LOC106018082
1660563657.400512 removing LOC110353307 , adding LOC110353308
1660563658.410055 removing LOC119717097 , adding CCND1
1660563658.4158285 removing TRNAQ-UUG_1 , adding LTO1
1660563658.423793 removing LOC110353308 , adding FGF19
1660563659.4330962 removing LOC106018083 , adding LOC106018090
1660563659.4387746 removing CCND1 , adding FGF4
1660563659.4466555 removing FGF19 , adding FGF3
1660563660.456271 removing LOC106018082 , adding LOC119716986
1660563660.4620254 removing LOC106018090 , adding LOC106018079
1660563660.4705021 removing FGF3 , adding ANO1
1660563661.4797714 removing LTO1 , adding FADD
1660563661.4869995 removing LOC119716986 , adding PPFIA1
1660563662.49643 removing FGF4 , adding CTTN
1660563662.5028455 removing ANO1 , adding SHANK2
1660563662.5109396 removing PPFIA1 , adding LOC101803316
1660563663.520416 removing LOC106018079 , adding LOC101803508
1660563663.5259585 removing CTTN , adding CD59
1660563663.5340436 removing LOC101803316 , adding LOC106018089
1660563664.5435085 removing FADD , adding FBXO3
1660563664.5494125 removing LOC101803508 , adding LMO2
1660563664.55782 removing LOC106018089 , adding CAPRIN1
1660563665.5671375 removing SHANK2 , adding NAT10
1660563665.5733197 removing FBXO3 , adding ABTB2
1660563665.5811448 removing CAPRIN1 , adding CAT
1660563666.5907574 removing CD59 , adding ELF5
1660563666.5978525 removing CAT , adding LOC106014470
1660563667.6073864 removing LMO2 , adding EHF
1660563667.6129878 removing ABTB2 , adding LOC113843884
1660563667.6209123 removing LOC106014470 , adding LOC101796972
1660563668.6304429 removing NAT10 , adding PDHX
1660563668.636187 removing EHF , adding LOC106014471
1660563668.6441734 removing LOC101796972 , adding LOC110351207
1660563669.6536057 removing ELF5 , adding CD44
1660563669.6596575 removing PDHX , adding SLC1A2
1660563669.6680338 removing LOC110351207 , adding PAMR1
1660563670.6769602 removing LOC113843884 , adding FJX1
1660563670.6826127 removing CD44 , adding LOC110351274
1660563670.690479 removing PAMR1 , adding LOC113843757
1660563671.6998954 removing LOC106014471 , adding LOC119717146
1660563671.7059216 removing FJX1 , adding LDLRAD3
1660563671.7138407 removing LOC113843757 , adding LOC119717189
1660563672.7231224 removing SLC1A2 , adding COMMD9
1660563672.7289104 removing LOC119717146 , adding LOC113843827
1660563672.7369807 removing LOC119717189 , adding PRR5L
1660563673.7461963 removing LOC110351274 , adding LOC119716987
1660563673.7518427 removing COMMD9 , adding TRAF6
1660563673.7598126 removing PRR5L , adding RAG1
1660563674.7701852 removing LDLRAD3 , adding RAG2
1660563674.7758684 removing LOC119716987 , adding IFTAP
1660563674.783731 removing RAG1 , adding LOC110351279
1660563675.793324 removing LOC113843827 , adding LOC110351278
1660563675.799221 removing RAG2 , adding LOC106014466
1660563675.8074832 removing LOC110351279 , adding LOC119717187
1660563676.8179326 removing TRAF6 , adding LRRC4C
1660563676.8237243 removing LOC110351278 , adding LOC110353422
1660563676.8321462 removing LOC119717187 , adding LOC113843805
1660563677.8412492 removing IFTAP , adding API5
1660563677.846844 removing LRRC4C , adding TTC17
1660563677.854674 removing LOC113843805 , adding LOC119717104
1660563678.8640554 removing LOC106014466 , adding LOC119717103
1660563678.8699894 removing API5 , adding HSD17B12
1660563678.87783 removing LOC119717104 , adding ALKBH3
1660563679.887286 removing LOC110353422 , adding LOC119717105
1660563679.8929317 removing LOC119717103 , adding C5H11orf96
1660563679.900795 removing ALKBH3 , adding ACCS
1660563680.9103055 removing TTC17 , adding EXT2
1660563680.9162824 removing LOC119717105 , adding ALX4
1660563680.9241023 removing ACCS , adding LOC119717239
1660563681.9336329 removing HSD17B12 , adding CD82
1660563681.9394863 removing EXT2 , adding LOC119717024
1660563681.9475415 removing LOC119717239 , adding LOC119717022
1660563682.9569733 removing C5H11orf96 , adding TSPAN18
1660563682.9626594 removing CD82 , adding LOC119717023
1660563682.970594 removing LOC119717022 , adding TP53I11
1660563683.9798474 removing ALX4 , adding LOC119717237
1660563683.985746 removing TSPAN18 , adding PRDM11
1660563683.9937906 removing TP53I11 , adding SYT13
1660563685.0033393 removing LOC119717024 , adding LOC101803782
1660563685.009253 removing LOC119717237 , adding LOC119716989
1660563685.0178962 removing SYT13 , adding LOC106017018
1660563686.0272324 removing LOC119717023 , adding LOC110352674
1660563687.037145 removing PRDM11 , adding LOC101801204
1660563687.0442476 removing LOC119716989 , adding FUT8
1660563687.052535 removing LOC110352674 , adding C1QTNF4
1660563688.061923 removing LOC101803782 , adding FAM180B
1660563688.067772 removing LOC101801204 , adding NDUFS3
1660563688.0757139 removing C1QTNF4 , adding KBTBD4
1660563689.0867202 removing LOC106017018 , adding PTPMT1
1660563689.0947094 removing FAM180B , adding CELF1
1660563689.1034698 removing KBTBD4 , adding RAPSN
1660563690.1126082 removing FUT8 , adding PSMC3
1660563690.1183379 removing PTPMT1 , adding LOC101804414
1660563690.1268504 removing RAPSN , adding SLC39A13
1660563691.1361778 removing NDUFS3 , adding SPI1
1660563691.1419775 removing PSMC3 , adding MYBPC3
1660563691.1501834 removing SLC39A13 , adding MADD
1660563692.1595542 removing CELF1 , adding NR1H3
1660563692.165289 removing SPI1 , adding ACP2
1660563692.17321 removing MADD , adding VPS51
1660563693.1827998 removing LOC101804414 , adding LOC101803634
1660563693.1896205 removing ACP2 , adding LOC101803441
1660563694.1994603 removing MYBPC3 , adding LRRC55
1660563694.205497 removing VPS51 , adding APLNR
1660563695.2145987 removing NR1H3 , adding TNKS1BP1
1660563695.2208176 removing LRRC55 , adding SSRP1
1660563696.2301924 removing LOC101803634 , adding P2RX3
1660563696.2363374 removing APLNR , adding LOC119717179
1660563696.2450507 removing SSRP1 , adding LOC119717206
1660563697.2542112 removing LOC101803441 , adding SLC43A3
1660563697.260163 removing P2RX3 , adding RTN4RL2
1660563697.2682388 removing LOC119717206 , adding TIMM10
1660563698.2777226 removing TNKS1BP1 , adding SMTNL1
1660563698.2834673 removing SLC43A3 , adding UBE2L6
1660563698.2913454 removing TIMM10 , adding SERPING1
1660563699.300729 removing LOC119717179 , adding YPEL4
1660563699.3063335 removing SMTNL1 , adding CLP1
1660563699.3143184 removing SERPING1 , adding ZDHHC5
1660563700.323772 removing RTN4RL2 , adding MED19
1660563700.3295157 removing YPEL4 , adding TMX2
1660563700.3373706 removing ZDHHC5 , adding SELENOH
1660563701.3466837 removing UBE2L6 , adding BTBD18
1660563701.35234 removing MED19 , adding CTNND1
1660563701.3602462 removing SELENOH , adding LPXN
1660563702.3698535 removing CLP1 , adding ZFP91
1660563702.3757775 removing BTBD18 , adding CNTF
1660563702.3839033 removing LPXN , adding DTX4
1660563703.3932 removing TMX2 , adding MPEG1
1660563703.3987217 removing ZFP91 , adding LOC101798151
1660563703.40677 removing DTX4 , adding FTH1
1660563704.4160707 removing CTNND1 , adding LOC101800834
1660563704.4217827 removing MPEG1 , adding RAB3IL1
1660563704.429706 removing FTH1 , adding FADS2
1660563705.4391322 removing CNTF , adding LOC106018526
1660563705.4450195 removing LOC101800834 , adding FADS1
1660563705.452934 removing FADS2 , adding CSRP3
1660563706.4623947 removing LOC101798151 , adding LOC113843829
1660563706.4683409 removing LOC106018526 , adding E2F8
1660563706.4762654 removing CSRP3 , adding LOC106018527
1660563707.4853175 removing RAB3IL1 , adding LOC119717072
1660563707.490899 removing LOC113843829 , adding LOC113841566
1660563707.4987803 removing LOC106018527 , adding LOC113841353
1660563708.5082488 removing FADS1 , adding LOC119716999
1660563708.5141072 removing LOC113841566 , adding LOC119716995
1660563709.5231254 removing E2F8 , adding LOC119716998
1660563709.5288382 removing LOC113841353 , adding LOC119716992
1660563709.536763 removing LOC119716995 , adding LOC119716993
1660563710.5462124 removing LOC119717072 , adding LIG1
1660563710.55193 removing LOC119716998 , adding LOC113841983
1660563710.560193 removing LOC119716993 , adding LOC113841984
1660563711.5694807 removing LOC119716999 , adding LOC113841378
1660563711.5752754 removing LIG1 , adding LOC113841567
1660563711.5835226 removing LOC113841984 , adding LOC119717002
1660563712.5929072 removing LOC119716992 , adding LOC119717001
1660563712.5985456 removing LOC113841378 , adding LOC106017784
1660563712.6067607 removing LOC119717002 , adding LOC101804154
1660563713.6161094 removing LOC113841983 , adding LOC101804334
1660563713.6218216 removing LOC119717001 , adding LOC101803440
1660563713.629579 removing LOC101804154 , adding LOC110353123
1660563714.6386192 removing LOC113841567 , adding LOC101803633
1660563714.644182 removing LOC101804334 , adding LOC101803976
1660563714.6520643 removing LOC110353123 , adding LOC101804519
1660563715.6613517 removing LOC106017784 , adding LOC106017786
1660563715.6670866 removing LOC101803633 , adding LOC113845425
1660563715.6751223 removing LOC101804519 , adding LOC106017007
1660563716.6844504 removing LOC101803440 , adding LOC101798400
1660563716.6900747 removing LOC106017786 , adding LOC113841342
1660563716.6980608 removing LOC106017007 , adding LOC119717000
1660563717.7072134 removing LOC101803976 , adding LOC119716994
1660563717.7129164 removing LOC101798400 , adding LOC113841483
1660563717.720885 removing LOC119717000 , adding LOC119716997
1660563718.7303107 removing LOC113845425 , adding LOC119716996
1660563718.73668 removing LOC119716994 , adding NAV2
1660563719.7458925 removing LOC113841342 , adding DBX1
1660563719.7515748 removing LOC119716997 , adding LOC119717111
1660563719.7594743 removing NAV2 , adding LOC119717110
1660563720.7691112 removing LOC113841483 , adding PRMT3
1660563720.7749124 removing DBX1 , adding SLC6A5
1660563720.7839594 removing LOC119717110 , adding NELL1
1660563721.7941365 removing LOC119716996 , adding LOC101790603
1660563721.7999275 removing PRMT3 , adding ANO5
1660563721.8080187 removing NELL1 , adding SLC17A6
1660563722.8170042 removing LOC119717111 , adding LOC119716980
1660563722.824049 removing ANO5 , adding LOC119716981
1660563723.8336706 removing SLC6A5 , adding FANCF
1660563723.8395195 removing SLC17A6 , adding GAS2
1660563723.8474572 removing LOC119716981 , adding LOC113843687
1660563724.8566337 removing LOC101790603 , adding LOC119717037
1660563724.8639214 removing FANCF , adding LOC110354040
1660563724.8732202 removing LOC113843687 , adding LUZP2
1660563725.8834033 removing LOC119716980 , adding ANO3
1660563725.8891692 removing LOC119717037 , adding SLC5A12
1660563725.8970294 removing LUZP2 , adding LOC119717251
1660563726.9065275 removing GAS2 , adding LOC119717250
1660563726.912207 removing ANO3 , adding FIBIN
1660563726.9202278 removing LOC119717251 , adding BBOX1
1660563727.9296162 removing LOC110354040 , adding LOC106017852
1660563727.935381 removing LOC119717250 , adding CCDC34
1660563727.9434822 removing BBOX1 , adding LGR4
1660563728.9527857 removing SLC5A12 , adding LIN7C
1660563728.9585416 removing LOC106017852 , adding LOC106017847
1660563728.966614 removing LGR4 , adding BDNF
1660563729.9760797 removing FIBIN , adding KIF18A
1660563729.9822867 removing LIN7C , adding METTL15
1660563729.9909763 removing BDNF , adding LOC119717151
1660563731.0003002 removing CCDC34 , adding LOC110353153
1660563731.0062213 removing KIF18A , adding LOC113843772
1660563731.0140831 removing LOC119717151 , adding KCNA4
1660563732.0235763 removing LOC106017847 , adding LOC101794684
1660563732.029183 removing LOC110353153 , adding FSHB
1660563732.0370946 removing KCNA4 , adding LOC101795079
1660563733.04647 removing METTL15 , adding MPPED2
1660563733.0521443 removing LOC101794684 , adding LOC119717061
1660563733.0601451 removing LOC101795079 , adding LOC119717059
1660563734.0693138 removing LOC113843772 , adding LOC119717060
1660563735.079148 removing FSHB , adding LOC106017859
1660563735.0852 removing LOC119717061 , adding DCDC1
1660563735.0932589 removing LOC119717060 , adding DNAJC24
1660563736.1026785 removing MPPED2 , adding IMMP1L
1660563736.108619 removing LOC106017859 , adding ELP4
1660563736.1164875 removing DNAJC24 , adding PAX6
1660563737.125495 removing LOC119717059 , adding LOC113843858
1660563737.1313827 removing IMMP1L , adding LOC106017858
1660563737.1391919 removing PAX6 , adding RCN1
1660563738.148615 removing DCDC1 , adding WT1
1660563738.1543214 removing LOC113843858 , adding LOC113843783
1660563738.1623187 removing RCN1 , adding EIF3M
1660563739.171959 removing ELP4 , adding CCDC73
1660563739.1774569 removing WT1 , adding PRRG4
1660563739.1855803 removing EIF3M , adding QSER1
1660563740.1953397 removing LOC106017858 , adding LOC106017864
1660563740.2009878 removing CCDC73 , adding DEPDC7
1660563740.2090075 removing QSER1 , adding TCP11L1
1660563741.2184484 removing LOC113843783 , adding CSTF3
1660563741.2244377 removing LOC106017864 , adding LOC106017865
1660563741.2325437 removing TCP11L1 , adding HIPK3
1660563742.242027 removing PRRG4 , adding KIAA1549L
1660563742.2478898 removing CSTF3 , adding C5H11orf91
1660563742.2562244 removing HIPK3 , adding LOC106017867
1660563743.265881 removing DEPDC7 , adding SPON1
1660563743.271669 removing KIAA1549L , adding SYT9
1660563743.2798579 removing LOC106017867 , adding LOC119717262
1660563744.2890666 removing LOC106017865 , adding OLFML1
1660563744.2950346 removing SPON1 , adding PPFIBP2
1660563744.3030012 removing LOC119717262 , adding LOC101790070
1660563745.3121815 removing C5H11orf91 , adding LOC119717074
1660563745.3180766 removing OLFML1 , adding SERGEF
1660563745.3261566 removing LOC101790070 , adding KCNC1
1660563746.3353233 removing SYT9 , adding LOC119717053
1660563746.3412716 removing LOC119717074 , adding LOC113843890
1660563746.3492675 removing KCNC1 , adding LOC119717052
1660563747.358784 removing PPFIBP2 , adding LOC106015261
1660563747.364418 removing LOC119717053 , adding MYOD1
1660563747.372479 removing LOC119717052 , adding LOC113843759
1660563748.3815565 removing SERGEF , adding LOC101805444
1660563748.387389 removing LOC106015261 , adding OTOG
1660563748.395528 removing LOC113843759 , adding USH1C
1660563749.404807 removing LOC113843890 , adding ABCC8
1660563749.410447 removing LOC101805444 , adding LOC119717010
1660563749.418304 removing USH1C , adding KCNJ11
1660563750.4274752 removing MYOD1 , adding LOC119717015
1660563750.4332707 removing ABCC8 , adding LOC119717012
1660563750.44123 removing KCNJ11 , adding NUCB2
1660563751.4507725 removing OTOG , adding PIK3C2A
1660563751.456484 removing LOC119717015 , adding RPS13
1660563751.4643266 removing NUCB2 , adding LOC106015564
1660563752.4741602 removing LOC119717010 , adding PLEKHA7
1660563752.4798741 removing PIK3C2A , adding C5H11orf58
1660563752.4878435 removing LOC106015564 , adding LOC119717013
1660563753.497934 removing LOC119717012 , adding SOX6
1660563753.503732 removing PLEKHA7 , adding LOC119717011
1660563753.5116084 removing LOC119717013 , adding LOC110352978
1660563754.5209112 removing RPS13 , adding LOC119717014
1660563754.5278554 removing LOC119717011 , adding LOC106017560
1660563755.5373173 removing C5H11orf58 , adding LOC119717173
1660563755.5429995 removing LOC110352978 , adding LOC119717164
1660563755.5513206 removing LOC106017560 , adding INSC
1660563756.5608518 removing SOX6 , adding LOC113844234
1660563756.5666223 removing INSC , adding CALCB
1660563757.5760705 removing LOC119717014 , adding LOC101801210
1660563757.582303 removing LOC119717164 , adding PDE3B
1660563757.5907335 removing CALCB , adding LOC106017559
1660563758.6001492 removing LOC119717173 , adding PSMA1
1660563758.6060817 removing LOC101801210 , adding COPB1
1660563758.6140516 removing LOC106017559 , adding LOC101797653
1660563759.6232228 removing LOC113844234 , adding LOC106017558
1660563759.6288562 removing PSMA1 , adding RRAS2
1660563759.6367056 removing LOC101797653 , adding LOC119717101
1660563760.6462932 removing PDE3B , adding TUB
1660563760.6520522 removing LOC106017558 , adding LOC110352976
1660563760.660056 removing LOC119717101 , adding LOC106017556
1660563761.6692986 removing COPB1 , adding RIC3
1660563761.675209 removing TUB , adding LOC110354370
1660563761.6839948 removing LOC106017556 , adding LMO1
1660563762.6937554 removing RRAS2 , adding LOC106019960
1660563762.7001145 removing RIC3 , adding LOC113844209
1660563762.7087202 removing LMO1 , adding TRIM66
1660563763.718046 removing LOC110352976 , adding RPL27A
1660563763.7237024 removing LOC106019960 , adding LOC113844226
1660563763.7316897 removing TRIM66 , adding LOC113844237
1660563764.7413664 removing LOC110354370 , adding DENND2B
1660563764.7471998 removing RPL27A , adding LOC119717198
1660563764.7552915 removing LOC113844237 , adding AKIP1
1660563765.7644384 removing LOC113844209 , adding C5H11orf16
1660563765.770026 removing DENND2B , adding TMEM9B
1660563765.7778516 removing AKIP1 , adding NRIP3
1660563766.7872472 removing LOC113844226 , adding SCUBE2
1660563766.7931213 removing C5H11orf16 , adding DENND5A
1660563766.8011436 removing NRIP3 , adding TMEM41B
1660563767.810596 removing LOC119717198 , adding IPO7
1660563767.8165126 removing SCUBE2 , adding LOC113844236
1660563767.824751 removing TMEM41B , adding ZNF143
1660563768.8341374 removing TMEM9B , adding WEE1
1660563768.8398504 removing IPO7 , adding SWAP70
1660563768.8477778 removing ZNF143 , adding LOC119717019
1660563769.8578842 removing DENND5A , adding SBF2
1660563769.8635693 removing WEE1 , adding LOC106015497
1660563770.8728597 removing LOC113844236 , adding ADM
1660563770.8786156 removing LOC119717019 , adding AMPD3
1660563770.8868027 removing LOC106015497 , adding RNF141
1660563771.89625 removing SWAP70 , adding LYVE1
1660563771.902123 removing ADM , adding IRAG1
1660563771.9102068 removing RNF141 , adding CTR9
1660563772.9194427 removing SBF2 , adding EIF4G2
1660563772.925226 removing LYVE1 , adding LOC113844233
1660563772.933194 removing CTR9 , adding LOC113841974
1660563773.9424615 removing AMPD3 , adding LOC113841977
1660563773.9482422 removing EIF4G2 , adding LOC113841957
1660563773.956315 removing LOC113841974 , adding LOC113840964
1660563774.9657948 removing IRAG1 , adding LOC119717212
1660563774.972213 removing LOC113841977 , adding GALNT18
1660563774.9802868 removing LOC113840964 , adding LOC119717047
1660563775.9896412 removing LOC113844233 , adding LOC113844105
1660563775.9954493 removing LOC119717212 , adding USP47
1660563776.0035367 removing LOC119717047 , adding DKK3
1660563777.0131245 removing LOC113841957 , adding MICAL2
1660563777.0190926 removing LOC113844105 , adding PARVA
1660563777.0280318 removing DKK3 , adding TEAD1
1660563778.0374234 removing GALNT18 , adding RASSF10
1660563778.0431051 removing MICAL2 , adding LOC106016477
1660563778.0510182 removing TEAD1 , adding LOC101797550
1660563779.0604818 removing USP47 , adding ARNTL
1660563779.0664594 removing RASSF10 , adding BTBD10
1660563779.0744047 removing LOC101797550 , adding PTH
1660563780.0835934 removing PARVA , adding FAR1
switching to chromossome NC_051777.1
1660563780.6160526 removing ARNTL , adding LOC113842169
1660563780.6266007 removing PTH , adding LOC113842161
1660563781.6402287 removing LOC106016477 , adding LOC113842163
1660563781.6486323 removing FAR1 , adding LOC119717384
1660563781.6608887 removing LOC113842161 , adding CWF19L1
1660563782.6748672 removing BTBD10 , adding LOC119717418
1660563782.683653 removing LOC113842163 , adding CHUK
1660563782.696458 removing CWF19L1 , adding ERLIN1
1660563783.7103043 removing LOC113842169 , adding ADAM8
1660563783.7188098 removing LOC119717418 , adding TUBGCP2
1660563783.730892 removing ERLIN1 , adding ZNF511
1660563784.744883 removing LOC119717384 , adding ECHS1
1660563784.7538528 removing ADAM8 , adding LOC101797420
1660563784.766086 removing ZNF511 , adding MTG1
1660563785.779822 removing CHUK , adding PAOX
1660563785.788508 removing ECHS1 , adding LOC101801843
1660563785.8010056 removing MTG1 , adding LOC101796874
1660563786.8144464 removing TUBGCP2 , adding LOC101802036
1660563786.8528807 removing PAOX , adding RNLS
1660563786.8628833 removing LOC101796874 , adding LOC119717291
1660563787.8725352 removing LOC101797420 , adding PTEN
1660563787.878392 removing LOC101802036 , adding ATAD1
1660563787.8865469 removing LOC119717291 , adding PAPSS2
1660563788.8960276 removing LOC101801843 , adding MINPP1
1660563788.9018624 removing PTEN , adding LOC106016334
1660563788.910217 removing PAPSS2 , adding SGMS1
1660563789.9198112 removing RNLS , adding LOC101802423
1660563789.9255397 removing MINPP1 , adding A1CF
1660563789.9334104 removing SGMS1 , adding LOC119717357
1660563790.9439168 removing ATAD1 , adding PRKG1
1660563790.9496598 removing LOC101802423 , adding LOC113844040
1660563790.9575818 removing LOC119717357 , adding LOC119717283
1660563791.9668326 removing LOC106016334 , adding LOC119717282
1660563791.9725592 removing PRKG1 , adding DKK1
1660563791.980885 removing LOC119717283 , adding LOC119717412
1660563792.990465 removing A1CF , adding LOC106016332
1660563792.9974568 removing LOC119717282 , adding PCDH15
1660563793.0059776 removing LOC119717412 , adding LOC119717351
1660563794.015171 removing LOC113844040 , adding LOC110352280
1660563794.021068 removing LOC106016332 , adding LOC106016125
1660563794.0289495 removing LOC119717351 , adding LOC119717392
1660563795.0385 removing DKK1 , adding LOC106016127
1660563795.0442379 removing LOC106016125 , adding LOC106019761
1660563796.0536754 removing PCDH15 , adding IPMK
1660563796.0594811 removing LOC119717392 , adding CISD1
1660563796.0674274 removing LOC106019761 , adding UBE2D1
1660563797.076905 removing LOC110352280 , adding TFAM
1660563797.0840132 removing CISD1 , adding DNAJC9
1660563798.0937722 removing LOC106016127 , adding FAM149B1
1660563798.0998483 removing UBE2D1 , adding ECD
1660563798.1077228 removing DNAJC9 , adding NUDT13
1660563799.1170363 removing IPMK , adding LOC119717346
1660563799.122834 removing FAM149B1 , adding P4HA1
1660563799.1308746 removing NUDT13 , adding LOC119717344
1660563800.1403627 removing TFAM , adding LOC119717345
1660563800.1462002 removing P4HA1 , adding PLA2G12B
1660563801.1555617 removing ECD , adding LOC113844055
1660563801.1610768 removing LOC119717344 , adding OIT3
1660563801.169247 removing PLA2G12B , adding MCU
1660563802.1788926 removing LOC119717346 , adding MICU1
1660563802.184739 removing LOC113844055 , adding LOC119717325
1660563802.1927123 removing MCU , adding DNAJB12
1660563803.2020183 removing LOC119717345 , adding DDIT4
1660563803.2075105 removing MICU1 , adding ANAPC16
1660563804.2171488 removing OIT3 , adding ASCC1
1660563805.2266514 removing LOC119717325 , adding LOC113843975
1660563805.2322223 removing DDIT4 , adding SPOCK2
1660563805.2401497 removing ASCC1 , adding TYSND1
1660563806.2494073 removing DNAJB12 , adding SAR1A
1660563806.2550128 removing LOC113843975 , adding PPA1
1660563806.2629116 removing TYSND1 , adding NPFFR1
1660563807.2722383 removing ANAPC16 , adding LRRC20
1660563807.2780995 removing SAR1A , adding EIF4EBP2
1660563807.286163 removing NPFFR1 , adding PALD1
1660563808.2956867 removing SPOCK2 , adding ADAMTS14
1660563808.3015664 removing LRRC20 , adding LOC106019755
1660563808.309584 removing PALD1 , adding LOC101805352
1660563809.3192146 removing PPA1 , adding LOC106019759
1660563809.325033 removing ADAMTS14 , adding SGPL1
1660563809.3329957 removing LOC101805352 , adding PCBD1
1660563810.3426137 removing EIF4EBP2 , adding LOC113843977
1660563810.3488343 removing LOC106019759 , adding LOC119717415
1660563810.357181 removing PCBD1 , adding LOC119713027
1660563811.3665729 removing LOC106019755 , adding LOC101799941
1660563811.3723307 removing LOC113843977 , adding UNC5B
1660563811.3803382 removing LOC119713027 , adding SLC29A3
1660563812.3896952 removing SGPL1 , adding LOC119717373
1660563812.395826 removing LOC101799941 , adding CDH23
1660563812.4042416 removing SLC29A3 , adding VSIR
1660563813.413667 removing LOC119717415 , adding LOC106020238
1660563813.4195423 removing LOC119717373 , adding LOC101796401
1660563813.4275389 removing VSIR , adding CHST3
1660563814.436801 removing UNC5B , adding AIFM2
1660563814.4424958 removing LOC106020238 , adding LOC101797202
1660563814.4506888 removing CHST3 , adding LOC119717369
1660563815.4604068 removing CDH23 , adding COL13A1
1660563815.466111 removing AIFM2 , adding LOC119717383
1660563815.4740303 removing LOC119717369 , adding NEUROG3
1660563816.4837453 removing LOC101796401 , adding TSPAN15
1660563816.4895399 removing COL13A1 , adding TACR2
1660563816.4979815 removing NEUROG3 , adding LOC101794107
1660563817.5075932 removing LOC101797202 , adding LOC101794283
