initializing stack
starting paralel processing of 25093 genes
fulling up process stack for first time
cycling fineshed processes. moving finished to self.finished and adding new from self.stack
1660561286.0017762 removing TRNAS-AGA_2 , adding NDUFAF6
1660561287.0097942 removing LOC106019368 , adding LOC101792937
1660561287.0145702 removing C2H8orf37 , adding TP53INP1
1660561287.0213697 removing NDUFAF6 , adding CCNE2
1660561288.0292788 removing LOC119716014 , adding INTS8
1660561288.03412 removing LOC101792937 , adding LOC101793684
1660561288.0407436 removing CCNE2 , adding DPY19L4
1660561289.0483968 removing PLEKHF2 , adding LOC113842553
1660561289.053061 removing INTS8 , adding LOC119715700
1660561289.0596597 removing DPY19L4 , adding ESRP1
1660561290.0672975 removing TP53INP1 , adding VIRMA
1660561290.072042 removing LOC113842553 , adding LOC101792930
1660561290.07879 removing ESRP1 , adding RAD54B
1660561291.0865796 removing LOC101793684 , adding LOC101793248
1660561291.091329 removing VIRMA , adding GEM
1660561291.0979102 removing RAD54B , adding CDH17
1660561292.1056573 removing LOC119715700 , adding LOC110354516
1660561292.1103835 removing LOC101793248 , adding LOC110354515
1660561292.1169696 removing CDH17 , adding PDP1
1660561293.1249104 removing LOC101792930 , adding TMEM67
1660561293.1296582 removing LOC110354516 , adding RBM12B
1660561293.136299 removing PDP1 , adding CIBAR1
1660561294.144119 removing GEM , adding LOC119716031
1660561294.148995 removing TMEM67 , adding TRNAS-AGA_3
1660561294.155757 removing CIBAR1 , adding TRIQK
1660561295.1637442 removing LOC110354515 , adding LOC110352593
1660561295.1686566 removing LOC119716031 , adding LOC119716073
1660561295.175306 removing TRIQK , adding LOC106016873
1660561296.1833098 removing RBM12B , adding LOC119716058
1660561296.1884022 removing LOC110352593 , adding RUNX1T1
1660561296.1950593 removing LOC106016873 , adding SLC26A7
1660561297.2031121 removing TRNAS-AGA_3 , adding OTUD6B
1660561297.2082794 removing LOC119716058 , adding PIP4P2
1660561297.2150757 removing SLC26A7 , adding LOC113842888
1660561298.2229238 removing LOC119716073 , adding C2H8orf88
1660561298.2282543 removing OTUD6B , adding NECAB1
1660561298.234995 removing LOC113842888 , adding LOC113842887
1660561299.2426243 removing RUNX1T1 , adding TMEM64
1660561299.2473793 removing C2H8orf88 , adding LOC113842886
1660561299.2539163 removing LOC113842887 , adding LOC113842595
1660561300.2620583 removing PIP4P2 , adding CALB1
1660561300.266831 removing TMEM64 , adding DECR1
1660561300.2734663 removing LOC113842595 , adding NBN
1660561301.2814384 removing NECAB1 , adding OSGIN2
1660561301.2863815 removing CALB1 , adding LOC101800982
1660561302.2940774 removing LOC113842886 , adding RIPK2
1660561302.298752 removing NBN , adding LOC119715935
1660561303.30654 removing DECR1 , adding LOC113842885
1660561303.311445 removing LOC101800982 , adding LOC119716139
1660561303.3180354 removing LOC119715935 , adding LOC119715687
1660561304.32637 removing OSGIN2 , adding MMP16
1660561304.3314238 removing LOC113842885 , adding LOC119716166
1660561304.338002 removing LOC119715687 , adding CNGB3
1660561305.3460934 removing RIPK2 , adding CPNE3
1660561305.350941 removing MMP16 , adding RMDN1
1660561305.3574004 removing CNGB3 , adding TRNAE-CUC
1660561306.365052 removing LOC119716139 , adding WWP1
1660561306.3698087 removing CPNE3 , adding LOC119716077
1660561306.3763022 removing TRNAE-CUC , adding ATP6V0D2
1660561307.3842938 removing LOC119716166 , adding LOC101802744
1660561307.3895211 removing WWP1 , adding LOC101802933
1660561307.3960047 removing ATP6V0D2 , adding LOC101801612
1660561308.403738 removing RMDN1 , adding LOC106014711
1660561308.4085248 removing LOC101802744 , adding LOC101801043
1660561308.415055 removing LOC101801612 , adding RBIS
1660561309.4229264 removing LOC119716077 , adding E2F5
1660561309.4279056 removing LOC106014711 , adding LRRCC1
1660561309.4343753 removing RBIS , adding SLC7A13
1660561310.44234 removing LOC101802933 , adding LOC110351423
1660561310.4480963 removing E2F5 , adding RALYL
1660561310.4548738 removing SLC7A13 , adding LOC113842979
1660561311.4622834 removing LOC101801043 , adding SNX16
1660561311.467431 removing LOC110351423 , adding CHMP4C
1660561311.4741876 removing LOC113842979 , adding ZFAND1
1660561312.482124 removing LRRCC1 , adding IMPA1
1660561312.4869747 removing SNX16 , adding LOC101792626
1660561312.4936318 removing ZFAND1 , adding LOC101792815
1660561313.501499 removing RALYL , adding LOC119715934
1660561313.5062048 removing IMPA1 , adding LOC106016005
1660561313.5128098 removing LOC101792815 , adding FABP5
1660561314.5206318 removing CHMP4C , adding MRPL53
1660561314.5255463 removing LOC119715934 , adding LOC110353370
1660561314.5322752 removing FABP5 , adding PAG1
1660561315.5405538 removing LOC101792626 , adding ZNF704
1660561315.5454865 removing MRPL53 , adding ZBTB10
1660561315.5521154 removing PAG1 , adding TPD52
1660561316.5601254 removing LOC106016005 , adding LOC106017099
1660561316.5665903 removing ZBTB10 , adding LOC113842882
1660561317.5742764 removing LOC110353370 , adding HEY1
1660561317.5790615 removing TPD52 , adding STMN2
1660561317.585703 removing LOC113842882 , adding LOC110352050
1660561318.5938501 removing ZNF704 , adding LOC119715912
1660561319.6018927 removing LOC106017099 , adding LOC106015872
1660561319.6070428 removing STMN2 , adding ZC2HC1A
1660561320.615234 removing HEY1 , adding PKIA
1660561320.6204116 removing LOC119715912 , adding LOC106015875
1660561321.6284864 removing LOC110352050 , adding LOC119716134
1660561321.633454 removing ZC2HC1A , adding LOC106015873
1660561321.64046 removing LOC106015875 , adding LOC106019204
1660561322.6484048 removing LOC106015872 , adding LOC106019203
1660561322.6534657 removing LOC119716134 , adding PEX2
1660561322.6604671 removing LOC106019204 , adding ZFHX4
1660561323.6684513 removing PKIA , adding LOC106019202
1660561323.6733797 removing LOC106019203 , adding LOC110353935
1660561323.6804183 removing ZFHX4 , adding HNF4G
1660561324.688276 removing LOC106015873 , adding LOC119715771
1660561324.6931853 removing LOC106019202 , adding LOC113840502
1660561324.6998727 removing HNF4G , adding LOC119715705
1660561325.708038 removing PEX2 , adding LOC119715939
1660561325.7129507 removing LOC119715771 , adding LOC113840986
1660561325.7194836 removing LOC119715705 , adding LOC113841371
1660561326.7272239 removing LOC110353935 , adding LOC113841365
1660561326.7321694 removing LOC119715939 , adding LOC113841369
1660561326.7387204 removing LOC113841371 , adding LOC113841372
1660561327.7465835 removing LOC113840502 , adding LOC113841367
1660561327.7515054 removing LOC113841365 , adding LOC113841492
1660561327.7579718 removing LOC113841372 , adding LOC119716269
1660561328.765893 removing LOC113840986 , adding LOC113842245
1660561328.7708404 removing LOC113841367 , adding LOC119716075
1660561328.7775486 removing LOC119716269 , adding LOC119715708
1660561329.7855074 removing LOC113841369 , adding LOC119713001
1660561329.790441 removing LOC113842245 , adding LOC119716268
1660561329.797213 removing LOC119715708 , adding LOC119715960
1660561330.8053665 removing LOC113841492 , adding CRISPLD1
1660561330.8103821 removing LOC119713001 , adding PI15
1660561330.8171208 removing LOC119715960 , adding GDAP1
1660561331.825324 removing LOC119716075 , adding JPH1
1660561331.830143 removing CRISPLD1 , adding LOC119715778
1660561331.8368044 removing GDAP1 , adding LOC110353029
1660561332.8444324 removing LOC119716268 , adding LY96
1660561332.8491762 removing LOC119715778 , adding TMEM70
1660561333.8569343 removing PI15 , adding ELOC
1660561333.8617768 removing LOC110353029 , adding UBE2W
1660561333.8683512 removing TMEM70 , adding LOC119715880
1660561334.8762631 removing JPH1 , adding LOC119715881
1660561334.8816 removing ELOC , adding STAU2
1660561334.8881865 removing LOC119715880 , adding RDH10
1660561335.8959453 removing LY96 , adding RPL7
1660561335.900664 removing LOC119715881 , adding SBSPON
1660561335.9072893 removing RDH10 , adding TERF1
1660561336.9155908 removing UBE2W , adding KCNB2
1660561336.92042 removing RPL7 , adding LOC106017624
1660561336.927195 removing TERF1 , adding LOC119715736
1660561337.9350672 removing STAU2 , adding TRPA1
1660561337.9398298 removing KCNB2 , adding LOC119716105
1660561338.9477181 removing SBSPON , adding LOC119715710
1660561338.9525306 removing LOC119715736 , adding LOC119716104
1660561338.9590206 removing LOC119716105 , adding LOC119716146
1660561339.9660916 removing LOC106017624 , adding LOC119716145
1660561339.9708056 removing LOC119715710 , adding LOC106017626
1660561339.9773433 removing LOC119716146 , adding MSC
1660561340.9853356 removing TRPA1 , adding LOC119716245
1660561340.990172 removing LOC119716145 , adding LOC113842875
1660561340.9967487 removing MSC , adding LOC119715818
1660561342.005139 removing LOC119716104 , adding EYA1
1660561342.009981 removing LOC119716245 , adding LOC110353028
1660561342.0164924 removing LOC119715818 , adding LOC106017629
1660561343.024421 removing LOC106017626 , adding XKR9
1660561343.0315588 removing LOC110353028 , adding LACTB2
1660561344.039289 removing LOC113842875 , adding TRAM1
1660561344.044126 removing LOC106017629 , adding LOC106017628
1660561344.0512927 removing LACTB2 , adding NCOA2
1660561345.058946 removing EYA1 , adding LOC119715716
1660561345.0636725 removing TRAM1 , adding PRDM14
1660561345.0701427 removing NCOA2 , adding LOC119715717
1660561346.077981 removing XKR9 , adding LOC106017051
1660561346.082995 removing LOC119715716 , adding SLCO5A1
1660561346.0900552 removing LOC119715717 , adding SULF1
1660561347.098097 removing LOC106017628 , adding LOC119716115
1660561347.1032374 removing LOC106017051 , adding LOC119716024
1660561347.11054 removing SULF1 , adding C2H8orf34
1660561348.118881 removing PRDM14 , adding PREX2
1660561348.1240125 removing LOC119716115 , adding CPA6
1660561348.1309474 removing C2H8orf34 , adding LOC106017050
1660561349.13887 removing SLCO5A1 , adding ARFGEF1
1660561349.1438613 removing CPA6 , adding CSPP1
1660561350.151938 removing LOC119716024 , adding COPS5
1660561350.156919 removing LOC106017050 , adding PPP1R42
1660561350.1637075 removing CSPP1 , adding TCF24
1660561351.171629 removing PREX2 , adding LOC106017052
1660561351.176478 removing TCF24 , adding LOC113842990
1660561352.1843886 removing ARFGEF1 , adding LOC113842991
1660561352.1891932 removing PPP1R42 , adding MCMDC2
1660561352.1959808 removing LOC113842990 , adding LOC101800569
1660561353.203992 removing COPS5 , adding VCPIP1
1660561353.208986 removing LOC113842991 , adding TRNAY-GUA_1
1660561353.2157156 removing LOC101800569 , adding MYBL1
1660561354.223587 removing LOC106017052 , adding VXN
1660561354.2283995 removing VCPIP1 , adding ADHFE1
1660561355.2360935 removing MCMDC2 , adding RRS1
1660561355.2407835 removing MYBL1 , adding CRH
1660561355.247526 removing ADHFE1 , adding TRIM55
1660561356.2554126 removing TRNAY-GUA_1 , adding TRNAR-ACG_1
1660561356.2602599 removing RRS1 , adding TRNAY-GUA_2
1660561356.2668314 removing TRIM55 , adding TRNAR-ACG_2
1660561357.274345 removing VXN , adding TRNAR-ACG_3
1660561357.2791758 removing TRNAR-ACG_1 , adding TRNAY-GUA_3
1660561357.2858512 removing TRNAR-ACG_2 , adding DNAJC5B
1660561358.2938523 removing CRH , adding TRNAY-GUA_4
1660561358.298631 removing TRNAR-ACG_3 , adding TRNAY-GUA_5
1660561358.3051732 removing DNAJC5B , adding TRNAA-AGC_2
1660561359.3127983 removing TRNAY-GUA_2 , adding TRNAY-GUA_6
1660561359.317514 removing TRNAY-GUA_4 , adding TRNAA-AGC_3
1660561359.3241167 removing TRNAA-AGC_2 , adding TRNAY-GUA_7
1660561360.332203 removing TRNAY-GUA_3 , adding TRNAA-AGC_4
1660561360.3371215 removing TRNAY-GUA_6 , adding TRNAY-GUA_8
1660561360.3437881 removing TRNAY-GUA_7 , adding TRNAA-AGC_5
1660561361.351834 removing TRNAY-GUA_5 , adding TRNAY-GUA_9
1660561361.3566144 removing TRNAA-AGC_4 , adding TRNAA-AGC_6
1660561361.3632529 removing TRNAA-AGC_5 , adding TRNAY-GUA_10
1660561362.3710692 removing TRNAA-AGC_3 , adding TRNAA-AGC_7
1660561362.375994 removing TRNAY-GUA_9 , adding TRNAY-GUA_11
1660561362.3826067 removing TRNAY-GUA_10 , adding TRNAA-AGC_8
1660561363.3904443 removing TRNAY-GUA_8 , adding TRNAY-GUA_12
1660561363.3953118 removing TRNAA-AGC_7 , adding TRNAA-AGC_9
1660561363.4019454 removing TRNAA-AGC_8 , adding TRNAY-GUA_13
1660561364.4097934 removing TRNAA-AGC_6 , adding TRNAA-AGC_10
1660561364.4147444 removing TRNAY-GUA_12 , adding TRNAY-GUA_14
1660561364.4213815 removing TRNAY-GUA_13 , adding TRNAA-AGC_11
1660561365.4294918 removing TRNAY-GUA_11 , adding PDE7A
1660561365.4342368 removing TRNAA-AGC_10 , adding MTFR1
1660561365.440752 removing TRNAA-AGC_11 , adding ARMC1
1660561366.4485521 removing TRNAA-AGC_9 , adding LOC101791081
1660561366.4536872 removing PDE7A , adding LOC119715837
1660561366.4602394 removing ARMC1 , adding LOC113842871
1660561367.468203 removing TRNAY-GUA_14 , adding BHLHE22
1660561367.4732203 removing LOC101791081 , adding LOC113842869
1660561367.4798985 removing LOC113842871 , adding LOC119715714
1660561368.4879885 removing MTFR1 , adding LOC113842868
1660561368.4928997 removing BHLHE22 , adding YTHDF3
1660561369.500553 removing LOC119715837 , adding TTPA
1660561369.5053627 removing LOC119715714 , adding GGH
1660561369.5129778 removing YTHDF3 , adding NKAIN3
1660561370.5207074 removing LOC113842869 , adding LOC110351518
1660561370.5258389 removing TTPA , adding ASPH
1660561370.5328903 removing NKAIN3 , adding CLVS1
1660561371.5411985 removing LOC113842868 , adding CHD7
1660561371.5461788 removing LOC110351518 , adding LOC106014913
1660561371.5528836 removing CLVS1 , adding RAB2A
1660561372.5607407 removing GGH , adding LOC106014912
1660561372.5655696 removing CHD7 , adding LOC106014911
1660561372.572218 removing RAB2A , adding CA8
1660561373.5800948 removing ASPH , adding LOC106014754
1660561373.5851414 removing LOC106014912 , adding LOC101791391
1660561373.5916297 removing CA8 , adding LOC119715891
1660561374.603589 removing LOC106014913 , adding TOX
1660561374.6106243 removing LOC106014754 , adding LOC110351435
1660561374.6162307 removing LOC119715891 , adding LOC119716158
1660561375.6238036 removing LOC106014911 , adding LOC119715814
1660561375.6286688 removing TOX , adding NSMAF
1660561375.635314 removing LOC119716158 , adding LOC101790643
1660561376.643305 removing LOC101791391 , adding LOC101790267
1660561376.6483188 removing LOC119715814 , adding UBXN2B
1660561376.6550572 removing LOC101790643 , adding LOC119715715
1660561377.662136 removing LOC110351435 , adding FAM110B
1660561377.666892 removing LOC101790267 , adding LOC119716113
1660561378.6746666 removing NSMAF , adding LOC106014748
1660561378.679493 removing LOC119715715 , adding BPNT2
1660561378.6862068 removing LOC119716113 , adding PENK
1660561379.6942558 removing UBXN2B , adding LOC119716192
1660561379.6990862 removing LOC106014748 , adding SDR16C5
1660561379.7057443 removing PENK , adding CHCHD7
1660561380.7136443 removing FAM110B , adding PLAG1
1660561380.7185178 removing LOC119716192 , adding MOS
1660561380.7251422 removing CHCHD7 , adding LOC119716082
1660561381.7329013 removing BPNT2 , adding LOC119716083
1660561381.7377605 removing PLAG1 , adding RPS20
1660561381.7443995 removing LOC119716082 , adding LOC113842994
1660561382.7524252 removing SDR16C5 , adding LOC101791638
1660561382.7573447 removing LOC119716083 , adding LYN
1660561382.7639458 removing LOC113842994 , adding LOC113842864
1660561383.7716756 removing MOS , adding TGS1
1660561383.7765162 removing LOC101791638 , adding TMEM68
1660561383.7832775 removing LOC113842864 , adding LOC101800195
1660561384.7915642 removing RPS20 , adding XKR4
1660561384.796397 removing TGS1 , adding LOC110353046
1660561384.8035192 removing LOC101800195 , adding RP1
1660561385.811352 removing LYN , adding SOX17
1660561385.8162007 removing XKR4 , adding LOC106017655
1660561385.8227775 removing RP1 , adding LOC106020245
1660561386.8306806 removing TMEM68 , adding LOC119716069
1660561386.8355758 removing LOC106017655 , adding LOC119715693
1660561387.8433266 removing LOC110353046 , adding MRPL15
1660561387.848163 removing LOC106020245 , adding LYPLA1
1660561387.854861 removing LOC119715693 , adding TCEA1
1660561388.8630247 removing SOX17 , adding RGS20
1660561388.868307 removing MRPL15 , adding ATP6V1H
1660561388.8751671 removing TCEA1 , adding LOC119716189
1660561389.8831084 removing LOC119716069 , adding LOC119716132
1660561389.8880682 removing RGS20 , adding OPRK1
1660561389.8946967 removing LOC119716189 , adding CABYR
1660561390.902928 removing LYPLA1 , adding LOC119715725
1660561390.9082332 removing LOC119716132 , adding OSBPL1A
1660561390.9148586 removing CABYR , adding IMPACT
1660561391.922941 removing ATP6V1H , adding LOC119712984
1660561391.928002 removing LOC119715725 , adding LOC119716055
1660561391.9347298 removing IMPACT , adding LOC101796079
1660561392.9423559 removing OPRK1 , adding LOC106015684
1660561392.9471545 removing LOC119712984 , adding LOC119715988
1660561392.9545333 removing LOC101796079 , adding ZNF521
1660561393.9623642 removing OSBPL1A , adding LOC106015719
1660561393.9672582 removing LOC106015684 , adding LOC119716041
1660561393.9741418 removing ZNF521 , adding SS18
1660561394.98209 removing LOC119716055 , adding TAF4B
1660561394.987003 removing LOC106015719 , adding KCTD1
1660561394.9935756 removing SS18 , adding LOC119715889
1660561396.001708 removing LOC119715988 , adding AQP4
1660561396.0069227 removing TAF4B , adding CHST9
1660561396.014245 removing LOC119715889 , adding LOC113842858
1660561397.0222015 removing LOC119716041 , adding CDH2
1660561397.027627 removing AQP4 , adding LOC119715817
1660561397.0341895 removing LOC113842858 , adding LOC106015692
1660561398.0422559 removing KCTD1 , adding LOC113842857
1660561398.0471897 removing CDH2 , adding LOC119716160
1660561398.0537758 removing LOC106015692 , adding LOC110352002
1660561399.061394 removing CHST9 , adding LOC110352003
1660561399.0661302 removing LOC113842857 , adding LOC101801046
1660561399.072805 removing LOC110352002 , adding LOC106015759
1660561400.0808308 removing LOC119715817 , adding LOC101799153
1660561400.0856755 removing LOC110352003 , adding LOC119715926
1660561400.0922334 removing LOC106015759 , adding DSG2
1660561401.1000855 removing LOC119716160 , adding TTR
1660561401.1047928 removing LOC101799153 , adding LOC101799714
1660561401.111338 removing DSG2 , adding B4GALT6
1660561402.1192176 removing LOC101801046 , adding LOC110351995
1660561402.1241999 removing B4GALT6 , adding LOC101799898
1660561403.1320965 removing LOC119715926 , adding TRAPPC8
1660561403.1367774 removing LOC101799714 , adding RNF125
1660561403.1434753 removing LOC101799898 , adding RNF138
1660561404.1515136 removing TTR , adding MEP1B
1660561404.1566913 removing TRAPPC8 , adding GAREM1
1660561404.1634698 removing RNF138 , adding LOC101793831
1660561405.17154 removing LOC110351995 , adding KLHL14
1660561405.1764257 removing MEP1B , adding LOC106016704
1660561405.1834652 removing LOC101793831 , adding LOC106016703
1660561406.191441 removing RNF125 , adding LOC119715737
1660561406.1963863 removing KLHL14 , adding LOC113842853
1660561406.2033827 removing LOC106016703 , adding ASXL3
1660561407.2133365 removing GAREM1 , adding NOL4
1660561407.219791 removing LOC119715737 , adding LOC119716007
1660561408.2279298 removing LOC106016704 , adding LOC110353362
1660561408.232723 removing ASXL3 , adding LOC106018112
1660561409.240698 removing LOC113842853 , adding LOC119715940
1660561409.245891 removing LOC106018112 , adding LOC119715738
1660561410.2536776 removing NOL4 , adding LOC119715941
1660561410.2586913 removing LOC110353362 , adding LOC101801369
1660561410.2652884 removing LOC119715738 , adding LOC113842851
1660561411.2735958 removing LOC119716007 , adding MAPRE2
1660561411.2788346 removing LOC113842851 , adding LOC101803407
1660561412.2868528 removing LOC119715940 , adding LOC110353392
1660561412.2923229 removing LOC101801369 , adding SPIDR
1660561412.2989922 removing LOC101803407 , adding LOC106018147
1660561413.3067758 removing LOC119715941 , adding LOC119715996
1660561413.3115919 removing LOC110353392 , adding LOC113842848
1660561413.318246 removing LOC106018147 , adding LOC110353395
1660561414.3263915 removing MAPRE2 , adding CEBPD
1660561414.3315198 removing LOC119715996 , adding PRKDC
1660561414.3381708 removing LOC110353395 , adding MCM4
1660561415.3461595 removing SPIDR , adding TRNAA-AGC_12
1660561415.351062 removing CEBPD , adding TRNAA-AGC_13
1660561415.3576283 removing MCM4 , adding TRNAA-AGC_14
1660561416.3652608 removing LOC113842848 , adding TRNAA-AGC_15
1660561416.3699617 removing TRNAA-AGC_12 , adding TRNAA-AGC_16
1660561416.376941 removing TRNAA-AGC_14 , adding UBE2V2
1660561417.3853197 removing PRKDC , adding LOC101805170
1660561418.393603 removing TRNAA-AGC_13 , adding LOC119715830
1660561418.3989854 removing TRNAA-AGC_16 , adding LOC119716087
1660561418.4059372 removing LOC101805170 , adding SNAI2
1660561419.4139109 removing TRNAA-AGC_15 , adding LOC119715952
1660561419.418813 removing LOC119715830 , adding PPDPFL
1660561419.4255705 removing SNAI2 , adding LOC106018180
1660561420.4333854 removing UBE2V2 , adding LOC106018184
1660561420.439006 removing PPDPFL , adding SNTG1
1660561421.4468796 removing LOC119716087 , adding PCMTD1
1660561421.452058 removing LOC106018180 , adding ST18
1660561421.4586442 removing SNTG1 , adding LOC110351651
1660561422.466622 removing LOC119715952 , adding ALKAL1
1660561422.4717133 removing PCMTD1 , adding RB1CC1
1660561422.4783957 removing LOC110351651 , adding LOC113842589
1660561423.4862776 removing LOC106018184 , adding LOC119716042
1660561423.4912033 removing ALKAL1 , adding PTPN2
1660561424.4992557 removing ST18 , adding PSMG2
1660561424.5046709 removing LOC119716042 , adding CEP76
1660561425.5126371 removing RB1CC1 , adding SPIRE1
1660561425.517492 removing PTPN2 , adding PRELID3A
1660561425.524291 removing CEP76 , adding AFG3L2
1660561426.5324109 removing LOC113842589 , adding LOC119715761
1660561426.5373778 removing SPIRE1 , adding TUBB6
1660561426.5441592 removing AFG3L2 , adding LOC119715762
1660561427.5519614 removing PSMG2 , adding CIDEA
1660561427.5568054 removing LOC119715761 , adding IMPA2
1660561427.5636644 removing LOC119715762 , adding MPPE1
1660561428.5721195 removing PRELID3A , adding GNAL
1660561428.5770586 removing CIDEA , adding LOC106015032
1660561428.5838661 removing MPPE1 , adding LOC113842842
1660561429.5917573 removing TUBB6 , adding LOC110351583
1660561429.597302 removing GNAL , adding PIEZO2
1660561429.6038945 removing LOC113842842 , adding LOC119716249
1660561430.611515 removing IMPA2 , adding NAPG
1660561430.61738 removing LOC110351583 , adding LOC106014414
1660561430.6242201 removing LOC119716249 , adding LOC119715969
1660561431.632149 removing LOC106015032 , adding LOC119716191
1660561431.637079 removing NAPG , adding LOC113842841
1660561431.6439905 removing LOC119715969 , adding LOC106014415
1660561432.6518762 removing PIEZO2 , adding APCDD1
1660561432.65675 removing LOC119716191 , adding VAPA
1660561432.6634667 removing LOC106014415 , adding RAB31
1660561433.671442 removing LOC106014414 , adding LOC119715756
1660561433.676419 removing APCDD1 , adding PPP4R1
1660561433.683209 removing RAB31 , adding RALBP1
1660561434.690877 removing LOC113842841 , adding TWSG1
1660561434.6958134 removing LOC119715756 , adding ANKRD12
1660561434.702405 removing RALBP1 , adding NDUFV2
1660561435.710499 removing VAPA , adding MTCL1
1660561435.7153404 removing TWSG1 , adding LOC113842838
1660561435.7220345 removing NDUFV2 , adding RAB12
1660561436.7297947 removing PPP4R1 , adding LOC119716009
1660561436.7355332 removing MTCL1 , adding PTPRM
1660561436.742045 removing RAB12 , adding LOC119715699
1660561437.7500205 removing ANKRD12 , adding LOC106014412
1660561437.755163 removing LOC119716009 , adding LRRC30
1660561437.7619483 removing LOC119715699 , adding LOC110351246
1660561438.7700675 removing LOC113842838 , adding LAMA1
1660561438.7751267 removing LOC106014412 , adding ARHGAP28
1660561438.7817678 removing LOC110351246 , adding LOC119715766
1660561439.789576 removing PTPRM , adding LOC110351243
1660561439.7964945 removing LAMA1 , adding TMEM200C
1660561440.8041103 removing LRRC30 , adding LOC106014422
1660561440.8090136 removing LOC119715766 , adding EPB41L3
1660561440.8156147 removing TMEM200C , adding ZBTB14
1660561441.823454 removing ARHGAP28 , adding AKAIN1
1660561441.8282626 removing LOC106014422 , adding LOC110351850
1660561441.8350797 removing ZBTB14 , adding LOC113842833
1660561442.8442442 removing LOC110351243 , adding DLGAP1
1660561442.849249 removing AKAIN1 , adding LOC106015381
1660561442.8558238 removing LOC113842833 , adding LOC119715875
1660561443.863645 removing EPB41L3 , adding TGIF1
1660561443.8683686 removing DLGAP1 , adding LOC101794910
1660561443.8749247 removing LOC119715875 , adding LOC113842832
1660561444.8827126 removing LOC110351850 , adding LOC101795371
1660561444.887614 removing TGIF1 , adding LOC110351852
1660561444.8945465 removing LOC113842832 , adding MYOM1
1660561445.9027534 removing LOC106015381 , adding LPIN2
1660561445.9078379 removing LOC101795371 , adding EMILIN2
1660561445.9145043 removing MYOM1 , adding LOC113842831
1660561446.9226694 removing LOC101794910 , adding SMCHD1
1660561446.927544 removing LPIN2 , adding NDC80
1660561446.9343133 removing LOC113842831 , adding METTL4
1660561447.9419904 removing LOC110351852 , adding LOC119715696
1660561447.9469247 removing SMCHD1 , adding LOC119716174
1660561447.9536178 removing METTL4 , adding ADCYAP1
1660561448.9609838 removing EMILIN2 , adding LOC119716114
1660561448.9659631 removing LOC119715696 , adding YES1
1660561448.972553 removing ADCYAP1 , adding LOC110351857
1660561449.9805164 removing NDC80 , adding TYMS
1660561449.985447 removing LOC119716114 , adding CLUL1
1660561449.9921758 removing LOC110351857 , adding COLEC12
1660561451.0000565 removing LOC119716174 , adding THOC1
1660561451.0049238 removing TYMS , adding USP14
1660561451.0117862 removing COLEC12 , adding ROCK1
1660561452.019933 removing YES1 , adding LOC113842829
1660561452.024985 removing THOC1 , adding LOC101797754
1660561452.0320163 removing ROCK1 , adding LOC119716196
1660561453.0403647 removing CLUL1 , adding GREB1L
1660561453.0454621 removing LOC113842829 , adding ESCO1
1660561453.0523012 removing LOC119716196 , adding ABHD3
1660561454.0605307 removing USP14 , adding MIB1
1660561454.06545 removing GREB1L , adding LOC106015458
1660561454.0721352 removing ABHD3 , adding LOC119716187
1660561455.0801442 removing LOC101797754 , adding LOC110351836
1660561455.0854776 removing MIB1 , adding LOC119716240
1660561456.0932598 removing ESCO1 , adding LOC106015459
1660561456.0979252 removing LOC119716187 , adding LOC101798838
1660561456.104708 removing LOC119716240 , adding GATA6
1660561457.1127863 removing LOC106015458 , adding RBBP8
1660561457.1176372 removing LOC106015459 , adding CABLES1
1660561457.124385 removing GATA6 , adding TMEM241
1660561458.1322646 removing LOC110351836 , adding RIOK3
1660561458.137367 removing RBBP8 , adding RMC1
1660561458.1442106 removing TMEM241 , adding NPC1
1660561459.1522207 removing LOC101798838 , adding ANKRD29
1660561459.1574345 removing RIOK3 , adding LAMA3
1660561459.1640515 removing NPC1 , adding LOC106015492
1660561460.1722074 removing CABLES1 , adding TTC39C
1660561460.1770983 removing ANKRD29 , adding LOC113842587
1660561460.1839242 removing LOC106015492 , adding SEH1L
1660561461.1917868 removing RMC1 , adding CEP192
1660561461.196536 removing TTC39C , adding TRNAG-UCC_2
1660561461.2039182 removing SEH1L , adding LDLRAD4
1660561462.2119663 removing LAMA3 , adding FAM210A
1660561462.2169523 removing CEP192 , adding RNMT
1660561462.2237651 removing LDLRAD4 , adding MC5R
1660561463.231742 removing LOC113842587 , adding MC2R
1660561463.2366195 removing FAM210A , adding LOC110352455
1660561463.243179 removing MC5R , adding GVQW3
1660561464.2512405 removing TRNAG-UCC_2 , adding LOC113841151
1660561464.2563345 removing MC2R , adding LOC119716085
1660561464.2631276 removing GVQW3 , adding LOC113841682
1660561465.2711363 removing RNMT , adding LOC119715789
1660561465.276098 removing LOC113841151 , adding LOC113841557
1660561465.282627 removing LOC113841682 , adding LOC119715691
1660561466.2908483 removing LOC110352455 , adding LOC119715790
1660561466.296123 removing LOC119715789 , adding LOC119715791
1660561466.302857 removing LOC119715691 , adding LOC119715792
1660561467.3106465 removing LOC119716085 , adding LOC113842011
1660561467.3155596 removing LOC119715790 , adding LOC113841936
1660561467.322325 removing LOC119715792 , adding LOC119715793
1660561468.3303237 removing LOC113841557 , adding LOC113841556
1660561468.335174 removing LOC113842011 , adding LOC119716006
1660561468.341959 removing LOC119715793 , adding LOC113840595
1660561469.3499842 removing LOC119715791 , adding LOC113842014
